"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.InterestServiceTest","","com.branchteller.service.InterestServiceTest","calculateMonthlyInterest_matchesExpectedValueAcrossABoundarySweep","calculateMonthlyInterest_matchesExpectedValueAcrossABoundarySweep(String, String, String) [3] 999.99, 3.33, 2.77",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","checkComplexity_missingACharacterClass_returnsAReasonMentioningIt","checkComplexity_missingACharacterClass_returnsAReasonMentioningIt(String, String) [3] NoDigitsHere!!, digit",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.BankingServiceValidationTest","","com.branchteller.service.BankingServiceValidationTest","transfer_nonPositiveAmount_isRejected","transfer_nonPositiveAmount_isRejected(String) [2] -0.01",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AmlServiceTest","","com.branchteller.service.AmlServiceTest","checkAndFlag_boundaryAmounts_matchExpectedFlagOutcome","checkAndFlag_boundaryAmounts_matchExpectedFlagOutcome(String, boolean) [4] 10000.00, true",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","checkComplexity_validPasswords_returnNull","checkComplexity_validPasswords_returnNull(String) [3] S3curePass$",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","3","","com.branchteller.service.EndToEndFlowTest","","com.branchteller.service.EndToEndFlowTest","withdrawExceedingBalance_isInterruptedByInsufficientFunds_andLeavesBalanceUnchanged","withdrawExceedingBalance_isInterruptedByInsufficientFunds_andLeavesBalanceUnchanged()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","8","","Account lifecycle","","Withdrawals larger than the available balance are rejected","","Withdrawals larger than the available balance are rejected","  As a bank branch, money can only move for KYC-verified customers with open accounts,
  withdrawals can never exceed the available balance, large transactions must be flagged
  for AML review, and withdrawals over a teller's limit must go through manager approval."
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.ApprovalServiceTest","","com.branchteller.service.ApprovalServiceTest","amountAboveLimit_requiresApproval","amountAboveLimit_requiresApproval()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AmlServiceTest","","com.branchteller.service.AmlServiceTest","checkAndFlag_boundaryAmounts_matchExpectedFlagOutcome","checkAndFlag_boundaryAmounts_matchExpectedFlagOutcome(String, boolean) [3] 9999.99, false",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","6","","Account lifecycle","","Withdrawals larger than the available balance are rejected","","Withdrawals larger than the available balance are rejected","  As a bank branch, money can only move for KYC-verified customers with open accounts,
  withdrawals can never exceed the available balance, large transactions must be flagged
  for AML review, and withdrawals over a teller's limit must go through manager approval."
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","13","","com.branchteller.service.ApprovalIntegrationTest","","com.branchteller.service.ApprovalIntegrationTest","approve_insufficientFunds_revertsToPending_leavingBalanceUnchanged","approve_insufficientFunds_revertsToPending_leavingBalanceUnchanged()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","9","","REST API","","Health check reports the service is up","","Health check reports the service is up","  The React web console and any other external client talks to Branch Teller only
  through this HTTP/JSON API, so its routing, CORS, and status codes are contract."
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.BankingServiceValidationTest","","com.branchteller.service.BankingServiceValidationTest","withdraw_nonPositiveAmount_isRejected","withdraw_nonPositiveAmount_isRejected(String) [1] 0",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","3","","com.branchteller.model.UserPermissionTest","","com.branchteller.model.UserPermissionTest","isManagerOrAbove_matchesExpectedRoleMatrix","isManagerOrAbove_matchesExpectedRoleMatrix(String, boolean) [3] TELLER, false",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.ApprovalServiceTest","","com.branchteller.service.ApprovalServiceTest","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix(String, String, boolean) [7] 1000000.00, 1000000.01, true",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","checkComplexity_nullPassword_returnsAReason","checkComplexity_nullPassword_returnsAReason()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","5","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","checkComplexity_missingACharacterClass_returnsAReasonMentioningIt","checkComplexity_missingACharacterClass_returnsAReasonMentioningIt(String, String) [1] alllowercase1!, uppercase",""
"passed","Sun Aug 09 06:58:45 UTC 2026","Sun Aug 09 06:58:45 UTC 2026","3","","REST API","","An unregistered route returns 404","","An unregistered route returns 404","  The React web console and any other external client talks to Branch Teller only
  through this HTTP/JSON API, so its routing, CORS, and status codes are contract."
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","2","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","generateSalt_producesUniqueValuesAcrossManyCalls","generateSalt_producesUniqueValuesAcrossManyCalls()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","checkComplexity_validPasswords_returnNull","checkComplexity_validPasswords_returnNull(String) [4] Br@nchTeller9",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.BankingServiceValidationTest","","com.branchteller.service.BankingServiceValidationTest","transfer_nonPositiveAmount_isRejected","transfer_nonPositiveAmount_isRejected(String) [1] 0",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.ApprovalServiceTest","","com.branchteller.service.ApprovalServiceTest","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix(String, String, boolean) [8] 0.00, 0.01, true",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","32","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","checkComplexity_tooShort_returnsAReason","checkComplexity_tooShort_returnsAReason(String) [1] short1!",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","3","","com.branchteller.service.AmlServiceTest","","com.branchteller.service.AmlServiceTest","checkAndFlag_flagReason_mentionsTxnTypeAndAmount","checkAndFlag_flagReason_mentionsTxnTypeAndAmount()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AmlIntegrationTest","","com.branchteller.service.AmlIntegrationTest","bankingServiceWithdraw_aboveThreshold_createsFlagWithWithdrawReason","bankingServiceWithdraw_aboveThreshold_createsFlagWithWithdrawReason()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.EndToEndFlowTest","","com.branchteller.service.EndToEndFlowTest","customerOnboarding_rejectedCustomerCannotOpenAnAccount","customerOnboarding_rejectedCustomerCannotOpenAnAccount()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.InterestServiceTest","","com.branchteller.service.InterestServiceTest","halfwayValue_roundsUpNotToEven","halfwayValue_roundsUpNotToEven()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","2","","com.branchteller.service.AccountsKycIntegrationTest","","com.branchteller.service.AccountsKycIntegrationTest","rejectKyc_onNonexistentCustomer_throwsIllegalArgumentException","rejectKyc_onNonexistentCustomer_throwsIllegalArgumentException()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","5","","com.branchteller.service.ApprovalIntegrationTest","","com.branchteller.service.ApprovalIntegrationTest","submitTransfer_createsPendingRequestWithToAccount","submitTransfer_createsPendingRequestWithToAccount()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","2","","com.branchteller.service.EndToEndFlowTest","","com.branchteller.service.EndToEndFlowTest","accountLookup_findsBySeededAccountNumber","accountLookup_findsBySeededAccountNumber()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.GlServicePostTest","","com.branchteller.service.GlServicePostTest","post_negativeAmount_stillPostsBothLegs_signHandledByCaller","post_negativeAmount_stillPostsBothLegs_signHandledByCaller()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AccountsKycIntegrationTest","","com.branchteller.service.AccountsKycIntegrationTest","findAll_returnsAllRegisteredCustomers_regardlessOfKycStatus","findAll_returnsAllRegisteredCustomers_regardlessOfKycStatus()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.ApprovalServiceTest","","com.branchteller.service.ApprovalServiceTest","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix(String, String, boolean) [5] 1000000.00, 999999.99, false",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","27","","com.branchteller.service.InterestAccrualIntegrationTest","","com.branchteller.service.InterestAccrualIntegrationTest","history_returnsEveryAccrualForThatPeriod_orderedByAccountNumber","history_returnsEveryAccrualForThatPeriod_orderedByAccountNumber()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","0","","com.branchteller.service.ApprovalServiceTest","","com.branchteller.service.ApprovalServiceTest","evenManagerLimitCanBeExceeded","evenManagerLimitCanBeExceeded()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","3","","com.branchteller.model.UserPermissionTest","","com.branchteller.model.UserPermissionTest","isManagerOrAbove_matchesExpectedRoleMatrix","isManagerOrAbove_matchesExpectedRoleMatrix(String, boolean) [1] ADMIN, true",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","5","","com.branchteller.service.ApprovalIntegrationTest","","com.branchteller.service.ApprovalIntegrationTest","reject_marksRejectedWithAccurateAuditTrail_andNeverMovesFunds","reject_marksRejectedWithAccurateAuditTrail_andNeverMovesFunds()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AmlServiceTest","","com.branchteller.service.AmlServiceTest","checkAndFlag_multipleQualifyingTransactions_eachCreatesItsOwnFlag","checkAndFlag_multipleQualifyingTransactions_eachCreatesItsOwnFlag()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","44","","com.branchteller.api.ApiServerIntegrationTest","","com.branchteller.api.ApiServerIntegrationTest","deposit_unknownAccount_returns404","deposit_unknownAccount_returns404()",""
"passed","Sun Aug 09 06:58:42 UTC 2026","Sun Aug 09 06:58:43 UTC 2026","523","","com.branchteller.automation.api.HealthAndCustomersApiTest","","com.branchteller.automation.api.HealthAndCustomersApiTest","trialBalance_includesTheCoreChartOfAccountsCodes","trialBalance_includesTheCoreChartOfAccountsCodes()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","22","","com.branchteller.service.InterestAccrualIntegrationTest","","com.branchteller.service.InterestAccrualIntegrationTest","closedSavingsAccount_isExcludedFromTheMonthlySweep","closedSavingsAccount_isExcludedFromTheMonthlySweep()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","15","","Account lifecycle","","A pending customer cannot have an account opened","","A pending customer cannot have an account opened","  As a bank branch, money can only move for KYC-verified customers with open accounts,
  withdrawals can never exceed the available balance, large transactions must be flagged
  for AML review, and withdrawals over a teller's limit must go through manager approval."
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.BankingServiceValidationTest","","com.branchteller.service.BankingServiceValidationTest","transfer_toSameAccount_isRejectedEvenWithAPositiveAmount","transfer_toSameAccount_isRejectedEvenWithAPositiveAmount()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","3","","com.branchteller.service.AccountsKycIntegrationTest","","com.branchteller.service.AccountsKycIntegrationTest","register_persistsDataAndWritesAccurateAuditTrail","register_persistsDataAndWritesAccurateAuditTrail()",""
"passed","Sun Aug 09 06:58:43 UTC 2026","Sun Aug 09 06:58:43 UTC 2026","32","","com.branchteller.automation.api.AccountAndTransactionApiTest","","com.branchteller.automation.api.AccountAndTransactionApiTest","depositThenLookup_reflectsTheSameBalance_endToEnd","depositThenLookup_reflectsTheSameBalance_endToEnd()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","5","","com.branchteller.service.EndToEndFlowTest","","com.branchteller.service.EndToEndFlowTest","depositAtAmlThreshold_createsAReviewableFlag_thenMarkReviewedClearsIt","depositAtAmlThreshold_createsAReviewableFlag_thenMarkReviewedClearsIt()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","4","","Account lifecycle","","Withdrawals larger than the available balance are rejected","","Withdrawals larger than the available balance are rejected","  As a bank branch, money can only move for KYC-verified customers with open accounts,
  withdrawals can never exceed the available balance, large transactions must be flagged
  for AML review, and withdrawals over a teller's limit must go through manager approval."
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","3","","com.branchteller.service.ApprovalIntegrationTest","","com.branchteller.service.ApprovalIntegrationTest","reject_onNonexistentRequest_throwsIllegalArgumentException","reject_onNonexistentRequest_throwsIllegalArgumentException()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","3","","com.branchteller.docker.DockerInitScriptsTest","","com.branchteller.docker.DockerInitScriptsTest","scriptNumbers_haveNoDuplicates","scriptNumbers_haveNoDuplicates()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","24","","com.branchteller.service.InterestAccrualIntegrationTest","","com.branchteller.service.InterestAccrualIntegrationTest","nonSavingsAccountType_isExcludedFromTheMonthlySweep","nonSavingsAccountType_isExcludedFromTheMonthlySweep()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","5","","Account lifecycle","","A large deposit creates a suspicious activity flag for review","","A large deposit creates a suspicious activity flag for review","  As a bank branch, money can only move for KYC-verified customers with open accounts,
  withdrawals can never exceed the available balance, large transactions must be flagged
  for AML review, and withdrawals over a teller's limit must go through manager approval."
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","3","","com.branchteller.service.AccountsKycIntegrationTest","","com.branchteller.service.AccountsKycIntegrationTest","verifyKyc_pendingToVerified_recordsAccuratePriorStatus","verifyKyc_pendingToVerified_recordsAccuratePriorStatus()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","9","","com.branchteller.service.ApprovalIntegrationTest","","com.branchteller.service.ApprovalIntegrationTest","approve_withdrawal_executesMoneyMovementAndMarksApproved_withAuditTrail","approve_withdrawal_executesMoneyMovementAndMarksApproved_withAuditTrail()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","2","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","generateOtp_isAlwaysSixDigits","generateOtp_isAlwaysSixDigits()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","0","","com.branchteller.model.UserPermissionTest","","com.branchteller.model.UserPermissionTest","approvalLimit_canBeOverridden","approvalLimit_canBeOverridden()",""
"passed","Sun Aug 09 06:58:43 UTC 2026","Sun Aug 09 06:58:43 UTC 2026","34","","com.branchteller.automation.api.AccountAndTransactionApiTest","","com.branchteller.automation.api.AccountAndTransactionApiTest","deposit_validRequest_returns201AndUpdatesBalance","deposit_validRequest_returns201AndUpdatesBalance()",""
"passed","Sun Aug 09 06:58:43 UTC 2026","Sun Aug 09 06:58:43 UTC 2026","11","","com.branchteller.automation.api.AccountAndTransactionApiTest","","com.branchteller.automation.api.AccountAndTransactionApiTest","deposit_unknownAccount_returns404","deposit_unknownAccount_returns404()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AccountsKycIntegrationTest","","com.branchteller.service.AccountsKycIntegrationTest","register_duplicatePhoneNumber_violatesUniqueConstraint","register_duplicatePhoneNumber_violatesUniqueConstraint()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.model.UserPermissionTest","","com.branchteller.model.UserPermissionTest","otpRequired_canBeDisabled","otpRequired_canBeDisabled()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.ApprovalServiceTest","","com.branchteller.service.ApprovalServiceTest","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix(String, String, boolean) [1] 5000.00, 1.00, false",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","250","","com.branchteller.dao.GlDaoIntegrationTest","","com.branchteller.dao.GlDaoIntegrationTest","postingBothLegsOfADeposit_keepsTheLedgerBalanced","postingBothLegsOfADeposit_keepsTheLedgerBalanced()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.BankingServiceValidationTest","","com.branchteller.service.BankingServiceValidationTest","deposit_nonPositiveAmount_isRejected","deposit_nonPositiveAmount_isRejected(String) [4] -1",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","generateSalt_decodesTo16Bytes","generateSalt_decodesTo16Bytes()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","2","","com.branchteller.model.UserPermissionTest","","com.branchteller.model.UserPermissionTest","active_defaultsToFalseUntilExplicitlySet","active_defaultsToFalseUntilExplicitlySet()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.BankingServiceValidationTest","","com.branchteller.service.BankingServiceValidationTest","transfer_toSameAccount_isRejected","transfer_toSameAccount_isRejected()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","2","","com.branchteller.docker.DockerInitScriptsTest","","com.branchteller.docker.DockerInitScriptsTest","demoCredentialsScript_runsLast","demoCredentialsScript_runsLast()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","6","","com.branchteller.service.AmlIntegrationTest","","com.branchteller.service.AmlIntegrationTest","markReviewed_removesFromUnreviewedList_andRecordsReviewerAndAuditTrail","markReviewed_removesFromUnreviewedList_andRecordsReviewerAndAuditTrail()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","2","","com.branchteller.service.ApprovalIntegrationTest","","com.branchteller.service.ApprovalIntegrationTest","approve_onNonexistentRequest_throwsIllegalArgumentException","approve_onNonexistentRequest_throwsIllegalArgumentException()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","3","","com.branchteller.docker.DockerInitScriptsTest","","com.branchteller.docker.DockerInitScriptsTest","noScriptIsEmpty","noScriptIsEmpty()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.InterestServiceTest","","com.branchteller.service.InterestServiceTest","result_isRoundedHalfUpToTwoDecimals","result_isRoundedHalfUpToTwoDecimals()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.BankingServiceValidationTest","","com.branchteller.service.BankingServiceValidationTest","deposit_nonPositiveAmount_isRejected","deposit_nonPositiveAmount_isRejected(String) [2] -0.01",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","24","","com.branchteller.service.InterestAccrualIntegrationTest","","com.branchteller.service.InterestAccrualIntegrationTest","accrual_createsATransactionRecord_withCorrectAmountAndBalanceAfter","accrual_createsATransactionRecord_withCorrectAmountAndBalanceAfter()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","verify_failsWhenSaltDoesNotMatchTheOneUsedToHash","verify_failsWhenSaltDoesNotMatchTheOneUsedToHash()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","5","","com.branchteller.service.EndToEndFlowTest","","com.branchteller.service.EndToEndFlowTest","approvalFlow_submitThenApprove_executesTheWithdrawal","approvalFlow_submitThenApprove_executesTheWithdrawal()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","46","","com.branchteller.api.ApiServerIntegrationTest","","com.branchteller.api.ApiServerIntegrationTest","accountLookup_transactionsSubResource_returns501NotYetImplemented","accountLookup_transactionsSubResource_returns501NotYetImplemented()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AccountsKycIntegrationTest","","com.branchteller.service.AccountsKycIntegrationTest","rejectKyc_thenVerifyKyc_auditRecordsActualPriorStatus_notHardcodedPending","rejectKyc_thenVerifyKyc_auditRecordsActualPriorStatus_notHardcodedPending()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","0","","com.branchteller.service.BankingServiceValidationTest","","com.branchteller.service.BankingServiceValidationTest","transfer_nonPositiveAmount_isRejected","transfer_nonPositiveAmount_isRejected(String) [3] -100.50",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","2","","com.branchteller.service.AmlIntegrationTest","","com.branchteller.service.AmlIntegrationTest","markReviewed_onNonexistentFlag_throwsIllegalArgumentException","markReviewed_onNonexistentFlag_throwsIllegalArgumentException()",""
"passed","Sun Aug 09 06:58:43 UTC 2026","Sun Aug 09 06:58:43 UTC 2026","26","","com.branchteller.automation.api.HealthAndCustomersApiTest","","com.branchteller.automation.api.HealthAndCustomersApiTest","health_reportsOkStatus","health_reportsOkStatus()",""
"passed","Sun Aug 09 06:58:45 UTC 2026","Sun Aug 09 06:58:45 UTC 2026","5","","REST API","","OPTIONS preflight on deposit returns CORS headers","","OPTIONS preflight on deposit returns CORS headers","  The React web console and any other external client talks to Branch Teller only
  through this HTTP/JSON API, so its routing, CORS, and status codes are contract."
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AmlServiceTest","","com.branchteller.service.AmlServiceTest","checkAndFlag_boundaryAmounts_matchExpectedFlagOutcome","checkAndFlag_boundaryAmounts_matchExpectedFlagOutcome(String, boolean) [6] 25000.00, true",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","2","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","checkComplexity_validPasswords_returnNull","checkComplexity_validPasswords_returnNull(String) [1] Admin123!",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","0","","com.branchteller.service.InterestServiceTest","","com.branchteller.service.InterestServiceTest","calculateMonthlyInterest_matchesExpectedValueAcrossABoundarySweep","calculateMonthlyInterest_matchesExpectedValueAcrossABoundarySweep(String, String, String) [6] 333.33, 9.99, 2.77",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","10","","com.branchteller.dao.GlDaoIntegrationTest","","com.branchteller.dao.GlDaoIntegrationTest","unbalancedPosting_isDetectableViaTrialBalance","unbalancedPosting_isDetectableViaTrialBalance()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","46","","com.branchteller.api.ApiServerIntegrationTest","","com.branchteller.api.ApiServerIntegrationTest","trialBalance_returnsTheSameGlAccountsAsGlService","trialBalance_returnsTheSameGlAccountsAsGlService()",""
"passed","Sun Aug 09 06:58:43 UTC 2026","Sun Aug 09 06:58:43 UTC 2026","177","","com.branchteller.automation.api.AccountAndTransactionApiTest","","com.branchteller.automation.api.AccountAndTransactionApiTest","withdraw_amountExceedingBalance_returns422InsufficientFunds","withdraw_amountExceedingBalance_returns422InsufficientFunds()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","2","","com.branchteller.docker.DockerInitScriptsTest","","com.branchteller.docker.DockerInitScriptsTest","initdbDirectory_containsAtLeastFourNumberedScripts","initdbDirectory_containsAtLeastFourNumberedScripts()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","9","","com.branchteller.service.ApprovalIntegrationTest","","com.branchteller.service.ApprovalIntegrationTest","approve_transfer_executesTransferAndMarksApproved","approve_transfer_executesTransferAndMarksApproved()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.InterestServiceTest","","com.branchteller.service.InterestServiceTest","zeroBalance_producesZeroInterest","zeroBalance_producesZeroInterest()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","2","","com.branchteller.service.InterestServiceTest","","com.branchteller.service.InterestServiceTest","zeroRate_producesZeroInterest","zeroRate_producesZeroInterest()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","47","","com.branchteller.api.ApiServerIntegrationTest","","com.branchteller.api.ApiServerIntegrationTest","deposit_validRequest_returns201AndUpdatesBalance","deposit_validRequest_returns201AndUpdatesBalance()",""
